~id,~label,name:String
2019,condition,panic attack
2020,condition,raging
2021,condition,thyroid nodules
2022,condition,hallucinations
2023,condition,polyarthritis
2024,condition,patm
2025,condition,emphysema
2026,condition,avascular necrosis
2027,condition,hand and finger pain
2028,condition,grand mal seizure
2029,condition,tunnel vision
2030,condition,ehler's danlos 
2031,condition,auditory processing disorder
2032,condition,weak immune system
2033,condition,painful period
2034,condition,charcot-marie-tooth disease
2035,condition,skoliosis
2036,condition,excoriation
2037,condition,movement disorder
2038,condition,hemochromatosis
2039,condition,dumping syndrome
2040,condition,psuedotumor cerebri
2041,condition,stabbing pain
2042,condition,intrusive thoughts
2043,condition,hyperactivity
2044,condition,acquired brain injury
2045,condition,myoclonus
2046,condition,plaque psoriasis
2047,condition,spondyloarthritis 
2048,condition,radiculopathy
2049,condition,fear
2050,condition,body dysmorphic disorder
2051,condition,"spasticity, legs"
2052,condition,sharp stomach pain
2053,condition,sore gums
2054,condition,throat hoarseness
2055,condition,rheumato
2056,condition,anterior pelvic tilt
2057,condition,vaginal itch
2058,condition,chilblains
2059,condition,sensory sensitivity
2060,condition,persistent
2061,condition,cramp sharp
2062,condition,rlq pain
2063,condition,ruq pain
2064,condition,r scar pain
2065,condition,ataxia
2066,condition,acid reflux/heartburn
2067,condition,cat allergy
2068,condition,thyroid
2069,condition,stomache ache
2070,condition,pain 
2071,condition,flare na wandelen
2072,condition,hypomania
2073,condition,toothache
2074,condition,side muscle cramps
2075,condition,arm mucle weakness
2076,condition,leg muscle cramps
2077,condition,right arm sholder arm pit pain
2078,condition,heartburn (severe upon waking)
2079,condition,post op
2080,condition,chronic inflammatory response syndrome
2081,condition,familial adenomatous polyposis
2082,condition,carcinoid tumors
2083,condition,malignant carcinoid syndrome
2084,condition,toes burning
2085,condition,painful legs
2086,condition,feel heartbeat or tremor
2087,condition,chronic rhinitis
2088,condition,patellar tendonitis
2089,condition,facial flushing 
2090,condition,si joint pain
2091,condition,hip and elbow
2092,condition,hunger
2093,condition,achy hands
2094,condition,post exertional mala
2095,condition,overy pain 
2096,condition,spinal cord injury
2097,condition,ashtma
2098,condition,super lenticular tachycardia 
2099,condition,verigo
2100,condition,linear rash
2101,condition,sternum pain
2102,condition,right neck head pain
2103,condition,polycythemia vera
2104,condition,facial tics
2105,condition,crazy behavior
2106,condition,inconsolable/skin crawling
2107,condition,leg weakness
2108,condition,chrons
2109,condition,vision changes
2110,condition,abdomin pain & burning
2111,condition,foot drop
2112,condition,lumbrosacral spinal stenosis 
2113,condition,tummy ache
2114,condition,sci
2115,condition,buldging disc
2116,condition,fibromuscular dysplasia
2117,condition,coccyx pain
2118,condition,dysmotility
2119,condition,chiari
2120,condition,tingling face and arm (left)
2121,condition,crushing pain between breasts
2122,condition,outbreak
2123,condition,hashimoto’s 
2124,condition,hypersensitivity
2125,condition,lower leg ache
2126,condition,cytomegalovirus
2127,condition,f
2128,condition,autoimmune encephalitis
2129,condition,career stress
2130,condition,coccydynia
2131,condition,storm
2132,condition,torn muscle
2133,condition,autoimmuune 
2134,condition,general moderate pain
2135,condition,pinworm infection
2136,condition,"ibs, gerd and pain"
2137,condition,interstitial lung disease
2138,condition,dyslexia/dyspraxia/general cognitive difficulties
2139,condition,rash on hands
2140,condition,mitral valve regurgitation
2141,condition,low grade migraine 
2142,condition,back seized
2143,condition,gurd
2144,condition,estrogen dominance
2145,condition,sick with a cough
2146,condition,lymphodemopathy
2147,condition,grave's disease
2148,condition,mesenteric panniculitis
2149,condition,bad tummy
2150,condition,abdomnial pain
2151,condition,cholera
2152,condition,heat intolerance
2153,condition,rheumatoid arthritus
2154,condition,trouble swallowing
2155,condition,systemic exertion intolerance disease
2156,condition,liver hemangioma
2157,condition,emo
2158,condition,body temperature 
2159,condition,knee pain and legs
2160,condition,mosquito bites
2161,condition,palpatation
2162,condition,bad back 
2163,condition,hemophilia
2164,condition,irritable bowel disease
2165,condition,cold urticaria
2166,condition,hoffitis
2167,condition,dysfunctional uterine bleeding
2168,condition,enteropathic arthritis
2169,condition,acute period pain
2170,condition,body spasms
2171,condition,chronic irritation 
2172,condition,caries
2173,condition,inflammation in mouth
2174,condition,vaginal bleeding
2175,condition,spinal pain
2176,condition,femoroacetabular impingement
2177,condition,forearm pain
2178,condition,foot swelling
2179,condition,anger tantrum
2180,condition,arteriovenous fistula
2181,condition,diphtheria
2182,condition,median arcuate ligament syndrome
2183,condition,cis
2184,condition,knee dislocation
2185,condition,intractable migraine
2186,condition,right arm numbness
2187,condition,hiatus hernia 
2188,condition,pissed at kendal
2189,condition,adhd?
2190,condition,left jaw pain
2191,condition,rls
2192,condition,sytemic lupus erythematosus
2193,condition,chronic epstein barr virus 
2194,condition,vein bulging
2195,condition,fast resting heart beat 
2196,condition,achy hips 
2197,condition,adhesions
2198,condition,left leg & knee extreme pain
2199,condition,monthly cycle
2200,condition,numb arm
2201,condition,numbness finger
2202,condition,light sleep
2203,condition,neurofibromatosis
2204,condition,arnold chiari malformation
2205,condition,upper respiratory infection
2206,condition,cancer
2207,condition,marfan syndrome
2208,condition,mdd
2209,condition,sdamd
2210,condition,passing out
2211,condition,pre thought what will be
2212,condition,wolff-parkinson-white syndrome
2213,condition,pans/pandas
2214,condition,flaring
2215,condition,picking acne
2216,condition,auditory hallucinations
2217,condition,reflux-like sensation
2218,condition,"pain in labia, worse when aroused"
2219,condition,bad irregular digestion....constipated this whole week only went once today and it wasn't quite diarrhea but it wasn't good
2220,condition,congestion/headpain
2221,condition,no attention span
2222,condition,menstrual issues
2223,condition,suicidal/wanting to die
2224,condition,"constipated all day then pain (like you really need to shit pain, it's very uncomfortable)"
2225,condition,gastric dumping
2226,condition,recurrent corneal erosion syndrome
2227,condition,fever blister
2228,condition,pain breathing 
2229,condition,atrophy
2230,condition,concussion symptoms
2231,condition,cytomeglovirus
2232,condition,fqt
2233,condition,delayde gastric emptying 
2234,condition,autoimmune atrophic gastritis
2235,condition,abscess
2236,condition,photosensitivity
2237,condition,intermittent explosive disorder
2238,condition,sjogren’s syndrome
2239,condition,swollen feet
2240,condition,tinea versicolor
2241,condition,stabbing pain behind eyes 
2242,condition,upper gi
2243,condition,adult growth hormone deficiency
2244,condition,sweaty
2245,condition,peroid
2246,condition,pain all over
2247,condition,primary biliary cirrhosis
2248,condition,burning mouth syndrome
2249,condition,left arch foot pain 
2250,condition,forefoot  pain 
2251,condition,hand rash
2252,condition,"endometriosys , crohn’s disease , adenomiosys "
2253,condition,pericarditis
2254,condition,nerve damage pain
2255,condition,mixed anxiety
2256,condition,rhematoid arthritis 
2257,condition,sacrum
2258,condition,neck
2259,condition,history of stress fracture (feet)
2260,condition,nose reconstruction
2261,condition,irritated 
2262,condition,that weird nerve thing
2263,condition,drusen of optic disc
2264,condition,autoimmune gastritis
2265,condition,mysofacial 
2266,condition,period/ pms
2267,condition,abdominal migraine
2268,condition,back injury
2269,condition,meralgia paresthetica
2270,condition,stomache
2271,condition,lyme disease and co infections 
2272,condition,infectious diseases
2273,condition,🚀
2274,condition,⛓️
2275,condition,🔅
2276,condition,🔪
2277,condition,🌟
2278,condition,pulmonary atresia
2279,condition,hemorroid
2280,condition,athopy
2281,condition,red face
2282,condition,flu pain
2283,condition,itchy sore eyes
2284,condition,fibro cfs
2285,condition,dsps
2286,condition,loose stools
2287,condition,nerve damage
2288,condition,focal segmental glomerulosclerosis
2289,condition,geniculate neuralgia
2290,condition,exercise-induced asthma
2291,condition,not very
2292,condition,how active were you today
2293,condition,ted (eyes)
2294,condition,ms hug
2295,condition,dot in left eye
2296,condition,toxicity 
2297,condition,chemotherapy side
2298,condition,"wed: mood @ 6 at 6:30 when awake and soon to syart satanama;  physically lots of cramps, diarrhea yues p.m. and some wed a.m.  by wed pm, lots of cramps, exhaistion"
2299,condition,cervical spinal stenosis with impingment on c5
2300,condition,prolapse of intervertebral disc
2301,condition,inflammation - eye area
2302,condition,ookie
2303,condition,lymphocytic colitis
2304,condition,inflammed bladder
2305,condition,oral lichen planus
2306,condition,extensor tendonitis left foot
2307,condition,stress fracture
2308,condition,sinusitis
2309,condition,j tube pain
2310,condition,major joints
2311,condition,air hunger
2312,condition,yoga
2313,condition,sugar
2314,condition,hypercalcemia
2315,condition,coeliac
2316,condition,really exhausti
2317,condition,cervicogenic headaches
2318,condition,sciatic
2319,condition,numb feet
2320,condition,psykisk helse
2321,condition,hodepine
2322,condition,sinus tachycardia
2323,condition,ankolysling spondylosis 
2324,condition,nail pad pain
2325,condition,collerbone pain
2326,condition,outside
2327,condition,worked out
2328,condition,mentral cycle
2329,condition,gas
2330,condition,headachess
2331,condition,cervical instability
2332,condition,# to do not done
2333,condition,studied real estate prep
2334,condition,studied sales closes
2335,condition,ibs no puking
2336,condition,hypermobile ehers-danlos syndrome
2337,condition,enterocutanious fistula
2338,condition,night
2339,condition,morning
2340,condition,immune deficieny 
2341,condition,raynaud’s syndrome
2342,condition,ear pressure
2343,condition,chrohn's disease
2344,condition,body focused repetitive behavior
2345,condition,chiari one malformation 
2346,condition,sore fingers
2347,condition,pee lots during night
2348,condition,sore right ankle
2349,condition,puffy
2350,condition,food reactions
2351,condition,brain inflammation
2352,condition,miniere's disease
2353,condition,extreme thirst
2354,condition,hydradenitis
2355,condition,wrist and hand pain
2356,condition,gums inflamed
2357,condition,ribs inflamed
2358,condition,day seizure
2359,condition,normal pressure hydrocephalus
2360,condition,eye unable to focus
2361,condition,post-polio syndrome
2362,condition,keloid scar tissue
2363,condition,fqad
2364,condition,low electrolytes
2365,condition,generalised pain
2366,condition,fybromialgia
2367,condition,ehlers danlos syndrome. 
2368,condition,ocular rosacea
2369,condition,rsi
2370,condition,flashback
2371,condition,head/neck pain
2372,condition,trap neck pain
2373,condition,scalp abscess
2374,condition,autoimmune inner ear disease
2375,condition,stomach discomfort
2376,condition,overall symptom level
2377,condition,overall sleep difficulty
2378,condition,shoulder knot
2379,condition,wegener's granulomatosis
2380,condition,non spec
2381,condition,feeling fluey
2382,condition,swollen lips
2383,condition,back ache
2384,condition,sih
2385,condition,v
2386,condition,b
2387,condition,foot and heel pain
2388,condition,functional abdominal pain
2389,condition,nasal leisions
2390,condition,left knee/lower leg pain
2391,condition,pudendal neuralgia
2392,condition,pins & needles
2393,condition,phlegm
2394,condition,pulmonary fibrosis
2395,condition,spinal headache
2396,condition,thyroid cancer
2397,condition,tacrolimus
2398,condition,eye redness
2399,condition,otherwise specified eating or feeding disorder
2400,condition,overeating
2401,condition,polym
2402,condition,mirgraine
2403,condition,atrophic vaginitis
2404,condition,ångest
2405,condition,ums
2406,condition,joint inflammation
2407,condition,allodynia pain
2408,condition,iliotibial band syndrome
2409,condition,hereditary haemochromatosis
2410,condition,brain avm (arteriovenous malformation)
2411,condition,adjustment disorders
2412,condition,hard stool
2413,condition,back pai n
2414,condition,elevated heartrate
2415,condition,cushing’s disease
2416,condition,rem sleep behavior disorder
2417,condition,"hand, foot, and mouth disease"
2418,condition,ibs/gallbladder
2419,condition,atelectasis
2420,condition,cystic acne
2421,condition,neck spine pain
2422,condition,energy/mood
2423,condition,premature ovarian dysfunction
2424,condition,right front shoulder
2425,condition,emotional stressors
2426,condition,mccune albright syndrome
2427,condition,gastrointestinal bleeding
2428,condition,hereditary hemorrhagic telangiectasia
2429,condition,urine urgency 
2430,condition,hhh
2431,condition,fingers swollen
2432,condition,ankles swollen
2433,condition,aches
2434,condition,astma
2435,condition,osteogenesis imperfecta
2436,condition,inner thigh strain
2437,condition,aphasia
2438,condition,arthrits
2439,condition,hypermobile joint syndrome
2440,condition,heart 
2441,condition,transposition of the great arteries
2442,condition,undiagnosed gi issue
2443,condition,costochrondis 
2444,condition,stomach bug
2445,condition,"spondylitis , crohns disease,copd"
2446,condition,irregular periods
2447,condition,multiple trigger points
2448,condition,numb hand
2449,condition,systemic autoinflammatory dusorder
2450,condition,ic
2451,condition,tight chest
2452,condition,chronic recurrent utis
2453,condition,chronic urinary tract infection
2454,condition,subluxed foot bones
2455,condition,lower intestinal pain
2456,condition,facet joint syndrome
2457,condition,liver disease
2458,condition,uterine pain and cramping
2459,condition,hiccups
2460,condition,tingling tongue
2461,condition,systemic dryness
2462,condition,hemoiroids
2463,condition,kyphosis
2464,condition,iud pain
2465,condition,low sex drive
2466,condition,sore eyes
2467,condition,flu conjestion 
2468,condition,post-treatment lyme disease syndrome
2469,condition,chronic fatique
2470,condition,urine frequecy
2471,condition,ganglion cyst
2472,condition,indebtedness 
2473,condition,consumer indebtedness
2474,condition,nerve pain arms
2475,condition,rheumatoid lung 
2476,condition,sleep maintenance
2477,condition,syringomelia
2478,condition,pelvic organ prolapse
2479,condition,ankolysing spondilitis
2480,condition,painful intercourse (dyspareunia)
2481,condition,soul
2482,condition,numbness hands and feet
2483,condition,chronic compartment syndrome
2484,condition,cold feet
2485,condition,low tempurature
2486,condition,formication
2487,condition,right hip stiffness
2488,condition,instability
2489,condition,acl injury
2490,condition,ards
2491,condition,prehlada
2492,condition,menstrualni grcevi 
2493,condition,malaksalost
2494,condition,"peckanje, svrab, iritacija"
2495,condition,prehlada/virus
2496,condition,asd
2497,condition,under active thyroid
2498,condition,unknown (dizziness) 
2499,condition,vaginal dryness
2500,condition,lyme
2501,condition,tingeling and slight numbness in right arm
2502,condition,nail biting
2503,condition,sensitive glands
2504,condition,chiari malformation 1
2505,condition,ssri protracted withdrawal
2506,condition,cold or flu
2507,condition,heart fail
2508,condition,thumb arthritis
2509,condition,spondylolsthesis 
2510,condition,none
2511,condition,difficulty concentrating
2512,condition,tmj/ jaw pain
2513,condition,skin sensitvity
2514,condition,utmattningssyndrom
2515,condition,nerve pain on the top of my feet
2516,condition,c diff
2517,condition,breast lumps
2518,condition,degerative disk desease
2519,condition,tremor in left thumb/fingers
2520,condition,colon pains
2521,condition,anal pain
2522,condition,anal bleeding
2523,condition,back pain between shoulders
2524,condition,chronic ideopathic urticaria
2525,condition,perfume allergy
2526,condition,eosinophilic asthma
2527,condition,spondylo arthritis
2528,condition,meniere’s disease
2529,condition,hrt
2530,condition,impaired gastric empyting
2531,condition,hemeplegic migraines
2532,condition,check notes
2533,condition,see note
2534,condition,hypotension
2535,condition,humira reactions
2536,condition,bi polar
2537,condition,chiblain
2538,condition,primary biliary cholangitis
2539,condition,orthorexia
2540,condition,impaired mobility
2541,condition,yeast
2542,condition,hashimoto’s thyroiditis
2543,condition,endometrois
2544,condition,tooth pain
2545,condition,premature ovarian failure
2546,condition,west nile virus
2547,condition,inflamatory polyarthropathy 
2548,condition,chronic candida
2549,condition,chronic ebv
2550,condition,abdominal pains
2551,condition,urethra pains
2552,condition,foot stiffness
2553,condition,feber
2554,condition,sleep 
2555,condition,avoidance
2556,condition,menses
2557,condition,chronic daily headache
2558,condition,atypical hus
2559,condition,fingernail pain
2560,condition,vulvar vestibulodynia
2561,condition,diabetic hypoglycemia
2562,condition,hip pain when sitting 
2563,condition,drug allergy
2564,condition,sinus stuff
2565,condition,herpes (related)
2566,condition,herpes
2567,condition,bloodshot eye (left)
2568,condition,autoimmune issues
2569,condition,benzodiazepine withdrawal
2570,condition,benzodazepine withdrawal
2571,condition,ibs/ibd
2572,condition,compulsive sexual behavior
2573,condition,swollen knees
2574,condition,seronegative inflammatory arthritis
2575,condition,swollen tongue
2576,condition,pericardial effusion
2577,condition,hydradinitis supperativa
2578,condition,myositis
2579,condition,viral cold
2580,condition,swollen hand
2581,condition,chronic idiopathic nausea
2582,condition,bipolar-type
2583,condition,left abdomen pain
2584,condition,soy allergy
2585,condition,urge to pee
2586,condition,pregnancy
2587,condition,low oxygen saturation
2588,condition,vagus nerve pain
2589,condition,poison
2590,condition,pain and tension
2591,condition,tightness in chest
2592,condition,water retention
2593,condition,ehlers-danlos
2594,condition,menstrual spotting
2595,condition,chronic joint and muscle pain
2596,condition,cirrhosis
2597,condition,awoke with joint pain in hands feet
2598,condition,urinary retention
2599,condition,von hippel lindau
2600,condition,forgetfulness 
2601,condition,hypogammaglobulinemia
2602,condition,middle of back pain
2603,condition,leg
2604,condition,intractable pain
2605,condition,papilladema
2606,condition,c. difficile
2607,condition,folliculitis
2608,condition,sacral nerve pain
2609,condition,sore sacrum
2610,condition,rectal pain
2611,condition,leg tingling
2612,condition,leiomyosarcoma
2613,condition,pembro treatment day
2614,condition,cutitis
2615,condition,pain and fatigue
2616,condition,bone pain ankle
2617,condition,cmvd kidney pain
2618,condition,feeling faint
2619,condition,blood stool
2620,condition,severe peanut/treenut allergy
2621,condition,alergies
2622,condition,diahhrea
2623,condition,dvt leg aches
2624,condition,activity level
2625,condition,motivational
2626,condition,nil
2627,condition,spd
2628,condition,aura start of headache
2629,condition,low thyroid
2630,condition,flu
2631,condition,poor digestion
2632,condition,tenosynovitis
2633,condition,alopecia
2634,condition,abdominal muscle spasm
2635,condition,body weakness
2636,condition,sinus pain and pressure
2637,condition,copd flare ups since 4:30am
2638,condition,daycare
2639,condition,sacral torsion
2640,condition,complex partial seizures
2641,condition,allergic reactions
2642,condition,spastic lower body
2643,condition,non-intractable cyclical vomiting
2644,condition,achilles tendon 
2645,condition,bladder spasms
2646,condition,shame
2647,condition,spit food out
2648,condition,severe left sided iliac fossa pain
2649,condition,coronary artery spasm
2650,condition,sore larynx
2651,condition,mobility poor
2652,condition,milk allergy
2653,condition,sle
2654,condition,upper body sweating
2655,condition,gut dysmotility
2656,condition,face redness 
2657,condition,prolapsed discs
2658,condition,intersitial cystitis
2659,condition,severe stomache pain
2660,condition,ana/mia
2661,condition,running injuries
2662,condition,fa
2663,condition,chestwall syndrome
2664,condition,retinal vein occlusion
2665,condition,ectopics
2666,condition,inability to focus
2667,condition,necrotizing enterocolitis
2668,condition,eye twitch
2669,condition,night congestion
2670,condition,shooting pain down back of thighs to backs of knees
2671,condition,right heel pain
2672,condition,solid bm
2673,condition,right foot tingling
2674,condition,weighted down chest feeling 
2675,condition,gassy
2676,condition,late period
2677,condition,shooting pain to inner left knee/thigh
2678,condition,stiff upper back
2679,condition,whole body aches
2680,condition,cyst on back
2681,condition,chronic  thoracic back pain
2682,condition,tingling in legs
2683,condition,chronic bronchitis
2684,condition,myalgic encephalomy
2685,condition,ibs-m
2686,condition,jet lag
2687,condition,lichen planopilaris
2688,condition,fabry disease
2689,condition,neuromuscular 
2690,condition,cardiomyopathy
2691,condition,complicated migraine
2692,condition,pollental
2693,condition,cushings
2694,condition,nicotine dependence
2695,condition,rectovaginal fistula
2696,condition,right ankle pain
2697,condition,right thumb pain
2698,condition,left wrist tendinitis
2699,condition,high cortisol levels
2700,condition,adrenal dysfunction 
2701,condition,dysautomnia
2702,condition,lichen planus
2703,condition,stomach flu
2704,condition,hyperadrenergic dysautonomia
2705,condition,leg/knee pain
2706,condition,gitelman syndrome
2707,condition,chronic neuropathy
2708,condition,vasculitis abdomen
2709,condition,profuse sweating
2710,condition,left foot badly swollen and painful
2711,condition,hearing sensitive
2712,condition,ulcers roof of mouth
2713,condition,tongue ulcers
2714,condition,throbbing headache behind temples
2715,condition,headache top to back of head
2716,condition,ulcers tip of tongue
2717,condition,central pain syndrome
2718,condition,hyperflexibility syndrome 
2719,condition,laceration 
2720,condition,numb limbs
2721,condition,avoidant personality disorder
2722,condition,lower skull pain
2723,condition,cervical dystonia
2724,condition,astasia-abasia
2725,condition,alzheimer's disease
2726,condition,working
2727,condition,eating
2728,condition,skin
2729,condition,relationship
2730,condition,brain zaps
2731,condition,night joint pain 
2732,condition,excessive hunger
2733,condition,calf tightness
2734,condition,shellfish allergy
2735,condition,tick-borne illness
2736,condition,autoimmune autonomic gang
2737,condition,flat foot
2738,condition,chronic pa
2739,condition,swollen legs and feet
2740,condition,overheating
2741,condition,herxing
2742,condition, low white blood count disorders
2743,condition,epistaxis
2744,condition,bp drops
2745,condition,gadolinium deposition disease
2746,condition,tannin intolerance
2747,condition,overall symptoms
2748,condition,stiff person syndrome
2749,condition,cystitis
2750,condition,disequilibrium 
2751,condition,energy levels
2752,condition,caps
2753,condition,fear of sex
2754,condition,guilt
2755,condition,seasonal allergy
2756,condition,queasy
2757,condition,humming in left ear
2758,condition,virosis
2759,condition,henoch-schonlein purpura
2760,condition,scapular winging
2761,condition,increased heartrate
2762,condition,head
2763,condition,chest infection
2764,condition,vagueness
2765,condition,hours of work
2766,condition,waking in the night
2767,condition,physical work
2768,condition,iliopsoas bursitis
2769,condition,swollen glands
2770,condition,sad/circadian irregularities
2771,condition,cranial instability
2772,condition,temperature regulation 
2773,condition,cognitive
2774,condition,zapps
2775,condition,whole body
2776,condition,feet swelling
2777,condition,osteosporosis
2778,condition,macular degeneration
2779,condition,nash
2780,condition,bumps and itching on scalp
2781,condition,walking
2782,condition,swollen neck
2783,condition,fecal incontinence
2784,condition,lup
2785,condition,woke up with abdominal pain
2786,condition,hot knees
2787,condition,autoimmune connective tissue 
2788,condition,von hipple-lindau syndrome
2789,condition,random swelling
2790,condition,verbal tic
2791,condition,ovulation pain
2792,condition,global dysmotility disorder 
2793,condition,tightness around ankle
2794,condition,spastic legs
2795,condition,sma syndrome
2796,condition,mucus (v)
2797,condition,sle pain
2798,condition,existance
2799,condition,chronic inflammatory demylenating polyneuropathy 
2800,condition,thyroid swelling
2801,condition,spondyloarthritis
2802,condition,oral ulcer
2803,condition,stomach cramps and pain
2804,condition,reumatoid arthritis 
2805,condition,phemphigus vulgaris
2806,condition,hangover
2807,condition,recurrent sinusitis
2808,condition,emotionally freaking out 
2809,condition,drooling
2810,condition,jumping upon hearing a noise like a doorbell
2811,condition,hand pain and weakness 
2812,condition,dental pain
2813,condition,unidentified lung issues
2814,condition,right side pelvic pain
2815,condition,sore boobs
2816,condition,{ scoliosis }
2817,condition,{ obsessive-compulsive disorder }
2818,condition,{ lyme disease }
2819,condition,{ bartonella 
2820,condition,cellulitis
2821,condition,axil spondyloarthritis
2822,condition,red toes
2823,condition,exercise headaches
2824,condition,wheat allergy
2825,condition,anhedonia
2826,condition,numb lip
2827,condition,exzema
2828,condition,foot cramps
2829,condition,systemic sclerosis
2830,condition,almost passing out
2831,condition,atopy
2832,condition,takayasu's arteritis
2833,condition,chr
2834,condition,nausia
2835,condition,mucus
2836,condition,pyoderma gangrenosum
2837,condition,bipolar schizoaffective type
2838,condition,sinus issues
2839,condition,lambert eaton
2840,condition,numbness all over
2841,condition,numbness in left foot
2842,condition,muscle 
2843,condition,dercum's disease / lipedema
2844,condition,mystery eye condition
2845,condition,sharp chest pain
2846,condition,contraction cramps
2847,condition,ollier's disease
2848,condition,svettningar
2849,condition,irritation /ilska
2850,condition,premenstrual disphoric disorder
2851,condition,seasonal affective disorder
2852,condition,dense head
2853,condition,dermatology issues
2854,condition,colostomy 
2855,condition,churg-strauss syndrome
2856,condition,autoimmune illness
2857,condition,migrain
2858,condition,tingly foot ankle 
2859,condition,sore back
2860,condition,knee osteoarthritis
2861,condition,computer addiction
2862,condition,delirium
2863,condition,oesophageal spasms
2864,condition,endometrial cancer
2865,condition,sprained ankle
2866,condition,jaw numbness & pain
2867,condition,pins and needles
2868,condition,schilddrüsen-krebs
2869,condition,gas cramps
2870,condition,face swelling
2871,condition,hearing voices
2872,condition,thumb 
2873,condition,diahrrea
2874,condition,numbness in fingers
2875,condition,vaginal thrush
2876,condition,peripheral venous insufficiency
2877,condition,chiari l
2878,condition,frequent stools
2879,condition,erythropoietic protoporphyria
2880,condition,painful feet/ankles/toes
2881,condition,celiacs
2882,condition,allergy 
2883,condition,lack of stamina
2884,condition,appatite loss
2885,condition,mcad
2886,condition,ptc
2887,condition,dry crisping hair
2888,condition,finger joint swelling and pain
2889,condition,herpetic whitlow
2890,condition,hot dry feet
2891,condition,vöðvabólga
2892,condition,verkir mjöðm
2893,condition,tannholdsbólga
2894,condition,premenstrual dysmorphic disorder 
2895,condition,vaginismus
2896,condition,poor temperature regulation 
2897,condition,scolosis
2898,condition,difficulty walking
2899,condition,procrastination
2900,condition,welts (allergy)
2901,condition,pituitary dysfunction
2902,condition,poor speach
2903,condition,hand streñgth
2904,condition,haemophilia
2905,condition,exocrine pancreatic insufficiency
2906,condition,gilbert's syndrome
2907,condition,possible gastroparesis
2908,condition,dysautonomia (pots & ncs)
2909,condition,retinal migraine
2910,condition,total thyroidectomy
2911,condition,lower left abdomen pain
2912,condition,olfactory hallucinations
2913,condition,guillain-barre syndrome
2914,condition,cubital tunnel syndrome
2915,condition,bilateral knee joint pain
2916,condition,limb numbness
2917,condition,ear infection
2918,condition,trouble anxieux généralisé
2919,condition,stability and thought processing
2920,condition,fall
2921,condition,overall illness
2922,condition,dizzy spell 
2923,condition,carpal tunnel right
2924,condition,angoisse
2925,condition,qualité de sommeil
2926,condition,moral
2927,condition,regles
2928,condition,self harm
2929,condition,hyper mobility 
2930,condition,chronic urethral burning
2931,condition,fructose intolerance
2932,condition,sugar cravings
2933,condition,osfed 
2934,condition,swollen fingers
2935,condition,left ovary pain
2936,condition,sudden vertigo loss of control attack
2937,condition,severe right big toenail pain
2938,condition,わるいかぞく
2939,condition,postural othorstatic tachycardia syndrome (pots)
2940,condition,osteopenia
2941,condition,baker's cyst
2942,condition,muscle pain (from workout)
2943,condition,wireless reaction
2944,condition,jerking limbs
2945,condition,general illness
2946,condition,fodmap sensitivity
2947,condition,testicular torsion
2948,condition,infected joint replacement
2949,condition,acné
2950,condition,eczeem
2951,condition,childhood asthma
2952,condition,sepsis
2953,condition,tention headaches 
2954,condition,dry cough
2955,condition,nose sore
2956,condition,hair pulling
2957,condition,injured gums
2958,condition,noise sensitivity 
2959,condition,bleeding when wipe 
2960,condition,threw up
2961,condition,blister on thigh
2962,condition,sexual frustration
2963,condition,slow transit constipation
2964,condition,carotid artery disease
2965,condition,parry romberg
2966,condition,muscle weakness legs
2967,condition,sore hands weekness
2968,condition,back/neck pain
2969,condition,okladon
2970,condition,pvns tumors
2971,condition,hands and feet pain
2972,condition,chest issues
2973,condition,hip subluxations
2974,condition,secondary adrenal insufficiency 
2975,condition,bezel
2976,condition,feelings of burnout
2977,condition,ankles aching
2978,condition,bullous pemphigoid
2979,condition,ibs / stomach
2980,condition,pos ovu
2981,condition,deep peruneal neuritis
2982,condition,feet and finger thing
2983,condition,swollen eyelids
2984,condition,falling asleep
2985,condition,cavernoma
2986,condition,worn disc in neck
2987,condition,shaky
2988,condition,b. burgdorferi osp b
2989,condition,ehrlichiosis
2990,condition,pain leg
2991,condition,morning heada
2992,condition,recurrent ganglion growths l ankle
2993,condition,left hip subluxation
2994,condition,reactive airway syndrome
2995,condition,rehab
2996,condition,lip spasms
2997,condition,upper stomach pain 
2998,condition,severe pms
2999,condition,neck tremor
3000,condition,rsd
3001,condition,sweet syndrome
3002,condition,superior canal dehiscence syndrom
3003,condition,pompe disease
3004,condition,joint 
3005,condition,delayed ejaculation
3006,condition,fibroymalgia 
3007,condition,painful  arm 
3008,condition,slipped rib pain
3009,condition,ankle pain / numbness
3010,condition,shoulder blade burn 
3011,condition,rest
3012,condition,shin pain
3013,condition,ankolysing spondolitis
3014,condition,akathisia 
3015,condition,paxil side dose effects 
3016,condition,migrane
3017,condition,"sleep apnea,
  central"
3018,condition,transient ischemic attack (tia)
3019,condition,hairline psoriasis
3020,condition,hemhroids
3021,condition,chest pressure
3022,condition,wdpm?
3023,condition,chronic eosinophilic pneumonia
3024,condition,superior canal dehiscience
3025,condition,abdominal pain upper right
3026,condition,pain in left ankle
3027,condition,foot inflammation
3028,condition,lumbar spine pain
3029,condition,thrombotic thrombocytopenic pupura
3030,condition,limping
3031,condition,joint aches
3032,condition,duplex kidneys
3033,condition,swolen glands
3034,condition,tight lower back
3035,condition,sp
3036,condition,upper right and upper left above hip pain
3037,condition,sore shoulders
3038,condition,ldn side effects
3039,condition,failed back surgery syndrome
3040,condition,vaginal itching
3041,condition,central sensitization syndrome
