~id,~label,name:String,dosage:String
14111,treatment,citalopram,"{'1 x 40mg': 54, '20mg daily': 28, '20mg': 33, '1 x 30mg': 38, '1 x 20mg': 4, '30.0 mg': 10, '3 x 10mg': 9, '40.0 mg': 11, '2 x 20.0 mg': 7, '10.0 mg': 21, '1 x 20 mg hver morgen': 1, '60 mg': 2, '20mg OD': 22, '20.0 mg': 27, '1x10mg': 5, '40 mg': 6}"
14112,treatment,pregabalin,"{'x1 25g': 3, '3 x 150mg': 4, '200mg': 1, '3x100mg daily': 5, '100mg am': 1, '2 x 75mg': 23, '1 x 75g': 32, '100mg x 1, 150mg x1': 5, '1 x 25mg': 1, '100mg am, 100mg pm': 20, '75mg': 4, '2 x 50mg': 2, '3x150': 2, '2 x 25mg': 9, '75.0 mg': 6, '25mg': 10, '100': 1, '150': 9, '200': 25, '50': 22, '100mg': 3, '1 cap': 4, '25mg x 3': 19, '1 x 150mg': 45, 'x2 200mg @ 9:30am': 1, '50mg': 4, '1 x 75mg twice': 12, '2x250': 7, '2 x 100mg': 1, '2 x 150mg': 30, '125mg x1, 125mg x1': 2, '20 mg': 9, '2 x 300mg': 17, '3 x 25mg': 1, '200x1 300x1': 2, '1x200 1x300 daily': 3, '2x200 1x 300': 1, '1x200 1x300': 11, '150mg twice a day': 1, '1 x 300 mg': 3, 'x2 day': 1, '50mg BD': 22, '225mg': 2, '2 x 50mg ': 1, '1x 75mg 1x100mg': 2, '25 mg morning ': 1, '2x50mg': 8, '1x 50mg und 1x75mg': 5, '1× 200mg': 1, '1 x 75mg 3 times daily': 3, '600 mg': 2, '1 x 100 twice daily': 1, '3 x 75mg': 2, '100mg am, 50mg@3, 50mg@8': 11, '1 x 300mg twice daily': 31, '4 tablets': 1, '150mg': 22, 'one 300mg tablet twce daily': 1, '600g': 8, '300mg': 4, '600mg': 50, '450mg': 3, '75mg ': 83, '1x75mg': 2, '100.0 mg': 6, '75mg Twice A Day': 2, '2 x 50': 9, '75 mg': 19, '200xtwice daily': 1, '2x200mg': 10, '300': 6}"
14113,treatment,multi vitamin,"{'1 x daily': 6, '1 tablet': 30, '2 gummies': 2, '2 Gummies': 1, '2 x 2 capsules': 8, '2': 13}"
14114,treatment,ibuprofen,"{'800mg': 12, '200.0 mg': 200, '2 x 200.0 mg': 41, '3x 200mg': 1, '2 200 mg × 2': 1, '4 x 200.0 mg': 1, '400 mg': 3, '1 pill ': 25, '2 pills': 1, '1 x 400mg': 3, '1 x 400 mg': 40, '400 mg ': 2, '2x200mg': 5, '1x200mg': 1, '2 x 200 mg': 28, '3@11am': 1, '1x800mg': 1, '1 pill x 4': 1, '2 x 200mg': 4, '4 x 200mg': 1, '500mg': 3, '1 pill x2': 3, '4 x 200 mg': 4, '3 x 200': 4, '2 200 mg': 2, '1 pill x4': 1, '1 ': 4, '1 x 600mg': 10, '400.0 mg': 1, '4 pills ': 12, '1 pill x3': 2, '1x 400mg': 9, '800 mg': 1, '1x800': 21, '1x600': 2, '800.0 mg': 4, '2 tablets': 2, '2 x 800mg': 1, '600.0 mg': 2, '300mg': 1, '3 pills': 1, '1 × 800mg': 6, '1000mg': 1, '3 x 200 mg': 1, '3 x 200mg': 5, '5 x 200.0 mg': 45, '400mg': 3, '1 x 200mg': 3, '200mg': 1, '1400mg': 1, '2 x 400 mg': 1, '200mg x 4': 1, '1x400mg': 1, '1 dose': 1, '2 x 600mg': 1}"
14115,treatment,ibuprofen,{'800mg': 1}
14116,treatment,sumatriptan,{'50mg': 15}
14117,treatment,ibuprofen,"{'1 pill x2': 1, '400.0 mg': 1, '1 x 200mg': 1, '1 x 400mg': 1, '1 pill x4': 1, '500 mg': 1, '2 x 200.0 mg': 1}"
14118,treatment,thc,{'.65 ml': 1}
14119,treatment,clonazepam,"{'50 mg': 1, '2 x 1 mg': 1, '.5mg': 1, '1 X 0.5mg HS': 1, '0.5 BID (AM & HS)': 1, '.25': 1}"
14120,treatment,prozac,{'20.0 mg': 3}
14121,treatment,birth control,"{'1 pill ': 63, '1.5/30': 2, '2 x 1.0 pill': 13, '1/35': 2, '0.35 mcg': 2, '1.0 pill': 242, '1 pill': 7, '28s': 1, '30.0 mcg': 1}"
14122,treatment,amoxicillin,{'1x500mg': 1}
14123,treatment,ibuprofen,"{'2 tablets': 1, '800 mg ': 4, '1 x 200mg': 1, '2 x 500mg': 9, '1 x 400 mg': 1, '1 pill x 4': 4, '3 pills': 1, '1000 mg': 4, '1 pill x2': 8, '400.0 mg': 3, '2 x 400mg': 1, '800.0 mg': 2, '3 x 200': 2, '2.0 pill': 3}"
14124,treatment,pregabalin,{'50mg x 2': 1}
14125,treatment,co-codamol,"{'2 x 30/500': 1, '2 x 8/500': 78, '4 x 30/500mg': 1, '2 x 8/500mg': 10, '4 x 8/500': 1, '6 x 30/500mg': 2}"
14126,treatment,ibuprofen,"{'2 tablets': 11, '2 x 200 mg': 4, '1 pill x2': 35, '1 pill x3': 2, '2 pills 3x': 1, '1 dose': 24, '600.0 mg': 2, '2 x 600.0 mg': 6, '2.0 pill': 10, '4.0 pill': 1, '2 x 6.0 pill': 2, '3 x 2.0 pill': 3, '6.0 pill': 4, '2 x 2.0 pill': 1, '2 x 400mg': 4, '2x400mg': 30, '1 x 400mg': 18, '1 x 200mg': 18, '800 mg': 1, '2 x 200mg': 9, '400mg': 2, '1 x 600mg': 6, '4 x 200.0 mg': 1, '400 mg ': 7, '2 pills': 117}"
14127,treatment,pregabalin,"{'50mg x 2': 1, '1 cap': 1, '300mg ': 6, '2 x 300mg': 1, '2 x 225': 5}"
14128,treatment,co-codamol,"{'2 x 30/500': 1, '2 x 500mg': 188, '1 x 500mg': 116, '2 x 500mg ': 6, '4 x 15/500mg': 3}"
14129,treatment,a-bart,"{'15': 5, '16': 3, '2 drops': 22, '1 drop': 25}"
14130,treatment,crestor,{'1 x 20 mg': 1}
14131,treatment,lyrica,"{'2 x 100.0 mg': 1, '50 mg': 2}"
14132,treatment,metformin,"{'1 x 500 mg': 2, '1750 mg': 1}"
14133,treatment,probiotic,{'1': 1}
14134,treatment,panadol osteo,{'4 x 665mg': 1}
14135,treatment,somac,{'40mg': 1}
14136,treatment,endep,{'50 mg': 1}
14137,treatment,serc,{'1 x 16 mg': 1}
14138,treatment,eltroxin,{'100mg': 1}
14139,treatment,metformin,{'1 x 500 mg': 1}
14140,treatment,lyrica,{'2 x 100.0 mg': 1}
14141,treatment,crestor,{'1 x 20 mg': 2}
14142,treatment,metformin,{'1 x 500 mg': 2}
14143,treatment,lyrica,{'2 x 100.0 mg': 2}
14144,treatment,probiotic,{'1': 2}
14145,treatment,panadol osteo,{'4 x 665mg': 2}
14146,treatment,somac,{'40mg': 2}
14147,treatment,endep,{'50 mg': 2}
14148,treatment,serc,{'1 x 16 mg': 2}
14149,treatment,eltroxin,{'100mg': 2}
14150,treatment,pantoprazole,{'40.0 mg': 2}
14151,treatment,prednisolone,"{'30 mg': 2, '25.0 mg': 5, '20 mg': 9}"
14152,treatment,cymbalta,"{'30.0 mg': 6, '1 60 mg': 1}"
14153,treatment,ventolin,{'2 puffs up to 4x a day': 6}
14154,treatment,ixprim,{'1 x37.5mg/325mg': 6}
14155,treatment,hot water bottle,{'30 minutes of use': 5}
14156,treatment,paracetamol,"{'2 x 500mg': 3, '1 dose': 1, '1 gram': 2}"
14157,treatment,nasal spray,{'1 spray per nostril': 3}
14158,treatment,antihistamine,{'10mg': 3}
14159,treatment,gabapentin,{'2 x 100mg': 1}
14160,treatment,melatonin,{'5 mg': 1}
14161,treatment,prazosin,{'2 mg': 1}
14162,treatment,zoloft,{'1 x 100mg': 1}
14163,treatment,vyvanse,{'70 mg': 1}
14164,treatment,ibuprofen,"{'1 pill ': 2, '1': 1, '1 x 400mg': 6, '1 pill x 4': 1, '2 pills': 10, '1 dose': 1, '1 pill x3': 2, '1 x 800mg': 1, '1 x 800 mg': 1, '512.0 mg': 1, '1 X 800mg BID': 1, '2 x 200.0 mg': 6, '1 pill x2': 2, '500mg': 7}"
14165,treatment,paracetamol,"{'1 x 2 pills': 1, '2 500mg 4 times daily': 1, '1 x 500 mg': 4, '2 x 500mg': 6, '1000.0 mg': 1, '1 x 2 ': 3, '1': 1, '3 doses': 22, '2 doses': 15, '1 dose ': 13, '4 doses': 2, '2 tablets': 7, '4 tablets ': 2, '1 gram': 3, '8 x 500mg': 2, '500.0 mg': 3, '500': 2, '(2 caps) x 2': 1}"
14166,treatment,paracetamol,"{'1 x 2 pills': 8, '8 x 500mg': 10, '1 x 500 mg': 7, '2 dose': 3, '8x500mg': 17, '2x 500mg': 19, '1 gram': 23, '1g x3': 3, '2 x 500mg': 23, '3 x 1000.0 mg': 5, '1 dose': 2, '4.0 g': 9, '2': 2, '1 pill x2': 3, '4000mg': 1, '2000mg': 1, '(2 caps) x 4': 3, '4 x 500mg': 1, '2 x 500': 4, '6 x 500mg': 1, '1 pill': 2, '4x 500mg ': 12, '1 x 2 ': 1, '1gr': 5, '2 pills': 2, '4 x 1g': 3, '2 x 1g': 20, '2 x 200mg': 1, '1 x 500mg': 2, '2 tablets': 1, '1000.0 mg': 13, '1000mg up to 4x daily': 2, '1g x 4': 3}"
14167,treatment,abilify,"{'15 mg': 1, '.5 mg': 1}"
14168,treatment,gabapentin,"{'300 mg': 1, '200.0 mg': 1, '3x 100mg': 1, '3x400mg': 1}"
14169,treatment,seroquel,"{'50 mg': 1, '1 x 300mg': 5, '5.0 mg': 1}"
14170,treatment,ibuprofen,"{'1 pill x2': 9, '2x500': 1, '4 x 200 mg': 1, '1 x 800mg': 3, '2 x 100mg': 1, '1 x 400mg': 1, '3x800mg': 1, '2 pills': 1, '2x 200mg': 1, '1 pill ': 1}"
14171,treatment,medication,{'0.5 capsule': 1}
14172,treatment,sertraline,"{'100 mg': 6, '25mg': 1, '150mg': 1}"
14173,treatment,sertraline,"{'100 mg': 23, '1 x 50mg': 3, '50.0 mg': 10, '100mg': 128, '2 pills': 1, '1 x 100mg': 5, '1 x 150mg': 2, '150.0 mg': 4, '150mg': 3, '1 pill': 2, '200mg': 1, '100 mg/day': 1, '150 mg': 139, '50 mg': 1, '50 mg ': 1, '1 pill ': 1, '1 × 50mg': 4}"
14174,treatment,sertraline,"{'100 mg': 4, '1 x 100mg': 42, '200.0 mcg': 1, '75mg': 2, '100.0 mg': 5, '200 mg': 1}"
14175,treatment,sertraline,"{'1 x 150mg': 2, '1x50mg': 22, '1 x 100mg': 8}"
14176,treatment,restore,"{'10 drops': 14, '25 drops': 2, '16 drops': 4, '24 drops': 1, '5 drops': 1}"
14177,treatment,mitochondria pills,{'full': 22}
14178,treatment,paracetamol,"{'6x500mg': 2, '2 x 500mg': 107, '1 gram': 26, '3 x 500 mg': 1, '1 x 500 mg': 9, '1000mg up to 4x daily': 1, '1 pill x 2': 13, '4 pills': 8, '6 pills': 33, '6 tablets': 3, '1 pill ': 3, '1000.0 mg': 5, '4 x 500mg': 1, '1 x 2 pills': 51, 'fuld dosis ': 1, '1g QID': 1, '2 500mg 4 times daily': 2, '500.0 mg': 3}"
14179,treatment,piroxicam,{'used twice ': 2}
14180,treatment,benadryl,{'1 pill ': 1}
14181,treatment,aspirin,"{'2 x 300mg': 72, '500mg x 2': 1}"
14182,treatment,massage,"{'1.0 hour': 71, '15.0 minutes': 1}"
14183,treatment,propranolol,"{'.5mg 2x': 1, '2 X 40mg': 57, '80mg': 3, '2 x 20mg': 12, '1 x 80mg': 7, '1 x 40mg': 27, '10 mg': 7, '1': 4, '1 x 20mg': 1, '2 x 10mg': 1, '2,5 mg': 2, '2,5': 1, '5 mg': 10, '1 ': 9, '2 x 40 mg': 1, '1 x 10mg': 1, '180mg': 10}"
14184,treatment,meditation,"{'10 min': 1, '5 minutes': 4, '10 minutes': 2}"
14185,treatment,inhaler,{'1': 1}
14186,treatment,inhaler,"{'1': 58, '1 dose': 1, '2': 53, '0': 1, '5 puffs': 2, '2x': 3, '2 puffs': 3}"
14187,treatment,celebrex,{'100 mg 2x daily ': 1}
14188,treatment,tylenol,"{'2': 2, '4': 1, '3': 1, '1000 mg': 3, '1 tablet twice': 1, '1/2 per': 6, '1 per': 6, '2 per': 3, '1/2': 2}"
14189,treatment,ibuprofen,"{'600.0 mg': 2, '1 x 800mg': 1, '1x800mg': 1, '400.0 mg': 22, '3x 200mg': 9, '800 mg': 45, '1x800mg/2times': 1, '1 x 400 mg': 27, '2': 10, '2 x 800.0 mg': 13, '2 x 2.0 pill': 1, '1 pill x4': 3, '1 pill x2': 41, '600 mg': 1, '1 x 600mg': 1, '800.0 mg': 3, '1 dose': 11, '2x200mg': 1, '1 x 200mg': 88, '400 mg': 4}"
14190,treatment,nicotine,{'1': 1}
14191,treatment,zyrtec,{'25 mg': 1}
14192,treatment,iron,"{'2 x 29mg': 1, '27mg': 4, '1.0 tablet': 4, '300mg': 5, '65mg': 3, '45 mg': 10, '1 pill ': 25, '1 veg': 9, '200 mg': 1, '2 x 1.0 tablet': 3, '27 mg': 5}"
14193,treatment,valacyclovir,{'2 x 500 mg': 4}
14194,treatment,florinef,"{'0.1 mg BID': 4, '.01': 2, '1 pill': 2, '1': 1, '0.1 mg': 59}"
14195,treatment,propranolol,"{'10 mg TID': 4, '2 X 40mg': 14, '10 mg ': 1, '1 x 40mg': 1, '10mg': 1, '3 x 20mg': 1, '10 mg': 4, '10.0 mg': 8, '1 x 20mg': 8, '0.1 mg': 1, '1 x 80mg': 1, '2.5mg 3x': 1, '2 x 2.5mg': 2, '3 x 2.5mg': 2, '10mg tid': 1, '10mg bid': 1}"
14196,treatment,wellbutrin,"{'75 mg q day': 4, '300 mg': 17}"
14197,treatment,zanaflex,{'4 mg qhs': 4}
14198,treatment,florinef,"{'0.1 mg BID': 2, '0.1mg bid': 17, '.1': 9, '0.05 mg': 1, '2 x 0.1 mg': 1, '25mg': 1, '.01': 4, '.1 and .1': 1}"
14199,treatment,ibuprofen,"{'800 mg ': 2, '200.0 mg': 4, '3x 200mg': 47, '1 ': 5, '1': 2, '1 pill x2': 4, '1 x 400mg': 27, '200 mg': 1, '400 mg': 3, '400 mg ': 2, '1 x 400 mg': 20, '1x800mg': 1, '1 pill, twice daily': 20, '2 x 200.0 mg': 3, '600 mg': 80, '4x 200mg': 1, '4 x 200 mg': 2, '4 × 200 mg': 1, '1 x 800mg': 32, '2.0 pill': 4, '1-3 x 600mg': 1}"
14200,treatment,propranolol,"{'10 mg TID': 2, '40 mg': 7, '60.0 mg': 1, '10 mg ': 8, '1 x 10mg': 19, '20mg x 2': 1, '2 x 20mg': 7, '160mg': 3, '2 x 5mg': 1, '10 mg': 1, '3 x 20mg': 1}"
14201,treatment,zanaflex,"{'4 mg qhs': 2, '4.0 mg': 1}"
14202,treatment,wellbutrin,"{'75 mg q day': 2, '150mg x 2': 4, '2 x 100 mg': 32, '100 mg': 1, '300mg': 1}"
14203,treatment,ivabradine,"{'2x 5mg': 1, '2 x 7.5 mg': 112}"
14204,treatment,florinef,"{'.2': 31, '0.3': 1, '.3': 1, '.1mg': 5}"
14205,treatment,hydrocortisone,"{'20mg': 21, '10mg at am, 5mg at noon': 12, '20, 10, 5 mg': 2, '35,5,20': 2, '30,5,15': 2, '25,5,10': 5, '25,10': 4, '30,10': 2, '25,10,5': 13, '15, 10': 4, '15mg, 2.5, 2.5': 1, '15, 2.5, 2.5': 1, '5mg at 2pm': 1, '5 mg at two ': 1, '5mg at 2 pm': 17, '10 mg at 9 am and 5 mg at 2pm': 2, '10 mg at noon': 1, '10 mg at 9am, 5 mg st 2 and 6 pm': 1, '5 mg at 9 am ': 1, '5mg at 7am': 1, '5mg at 8am': 1, '5 mg at 7 am': 1, 'updosed a couple times last night': 1}"
14206,treatment,advil,"{'3 x 200mg': 3, '2 x 200mg': 6, '4 x 200mg': 3, '4': 1, '3x 200mg': 1, '1 tablet': 14, '1 Tablet': 3, '800 mg': 1}"
14207,treatment,motrin,"{'2x 200mg': 3, '1x7.5ml': 1, '2x7.5ml': 1, '3x7.5ml': 4, '10 mg/kg': 5}"
14208,treatment,cbd oil,"{'.75ml': 1, '2x 7 drops': 1, '0.25 od 1:20': 1}"
14209,treatment,medication,{'All of it': 2}
14210,treatment,klonopin,{'0.5 mg': 8}
14211,treatment,lexapro,"{'20.0 mg': 9, '1 x 20mg': 17, '2 x 10.0 mg': 1}"
14212,treatment,vitamin d3,"{'2 x 2000 IU': 33, '1 X 5000 IU': 32, '10000.0 IU': 2, '1 x 1000U': 2, '5000.0 IU': 1, '4 x 1000IU': 19, '3x 2000 units': 20, '5000 IU': 1}"
14213,treatment,multivitamin,"{'1 tablet': 36, '1 Tablet/day': 11, '1': 1, '1.0 tablet': 1}"
14214,treatment,aleve,"{'1.0 tab': 2, '2 pills': 1, '1 am., 1pm.': 1, '2 in PM': 1}"
14215,treatment,tylenol arthritis,{'2 X 650mg': 4}
14216,treatment,prozac,"{'2 x 20mg': 1, '40 mg': 1}"
14217,treatment,cevimeline,"{'1 pill': 10, '3 x 30 mg': 2}"
14218,treatment,eye drops,{'2 drops per eye x 4': 10}
14219,treatment,cevimeline,"{'1 pill': 27, '2 x 30 mg': 101, '3 x 30 mg': 349}"
14220,treatment,eye drops,"{'2 drops per eye x 4': 27, '2 x 2.0 drop': 52, '2 drops per eye': 2, '1': 19}"
14221,treatment,entocort,"{'1x3mg': 1, '3mg': 49, '6mg': 17, '9.0 mg': 28}"
14222,treatment,naproxen,"{'1000.0 mg': 28, '500.0 mg': 174, '1 x 550 mg': 5, '1x500mg': 2, '2 500MG': 1, '1 ': 19, '2': 15, '1': 10, '4': 1, '3': 1, '2 tablets': 1, '1 x 250mg': 3, '2x440': 1, '1x440': 2, '2x': 1, '1 x 500 mg': 340, '2 x 250mg': 60, '500mg': 19, '1 500mg twice daiy': 1, '1.0 tablet': 1, '1 220mg': 5, '1 220mg 3x a day': 1}"
14223,treatment,naproxen,"{'1000.0 mg': 1, '2 x 250mg': 1, '2 x 500mg': 1, 'spit it out': 1}"
14224,treatment,naproxen,"{'1000.0 mg': 7, '2 tablets': 2, '1 500mg twice daiy': 20}"
14225,treatment,augmentin,"{'875mg 2xdaily': 26, '2 x 4ml': 1, '2 x 7.5': 43, '1 x 7.5': 1, '2x5ml': 5, '500 mg daily': 5}"
14226,treatment,turmeric,{'2 x 100 mg': 26}
14227,treatment,vitamin c,"{'2 × 500 mg': 26, '2 gummies': 1, '2': 1, '1000 mg ': 3, '1200mg': 1}"
14228,treatment,omega 3,"{'124 mg': 26, '500 mg': 1, '2 capsules': 6}"
14229,treatment,spm active,{'2x1 capsule': 29}
14230,treatment,cal-mag-zinc,{'1 tsp': 26}
14231,treatment,epsom salt bath,{'20 min': 1}
14232,treatment,turmeric,{'2 x 100 mg': 8}
14233,treatment,spm active,{'2x1 capsule': 8}
14234,treatment,augmentin,{'875mg 2xdaily': 8}
14235,treatment,vitamin c,{'2 × 500 mg': 8}
14236,treatment,omega 3,{'124 mg': 8}
14237,treatment,cal-mag-zinc,{'1 tsp': 8}
14238,treatment,cal-mag-zinc,{'1 tsp': 1}
14239,treatment,augmentin,{'875mg 2xdaily': 3}
14240,treatment,turmeric,{'2 x 100 mg': 1}
14241,treatment,vitamin c,{'2 × 500 mg': 1}
14242,treatment,omega 3,{'124 mg': 1}
14243,treatment,spm active,{'2x1 capsule': 1}
14244,treatment,benadryl,"{'1 tsp': 1, '5tsp': 1, '2 pills': 36, '100.0 mg': 1, '1.0 pill': 2, '50.0 mg': 2, '1 x 50 mgs': 2, '.25 x2': 3, '4 pills': 1, '2x 25mg': 43, '25 mg': 1, '25.0 mg': 9, '50mg': 10, '10ml (25mg) TID': 1, '10 mg': 1}"
14245,treatment,quercetin,"{'2 pills': 2, 'x2': 1}"
14246,treatment,asprin,"{'81mg': 8, '2 x 325mg': 1, '800mg': 2, '640mg': 242, '1280mg': 23, '400mg': 140, '1600mg': 1, '75mg 1 x daily': 5, '3x325': 87}"
14247,treatment,cyclizine,"{'2.0 tablet': 1, '1.0 tablet': 3, '50mg': 1, '3.0 tablet': 1}"
14248,treatment,provera,{'50mg': 5}
14249,treatment,sertraline,{'1 x 100mg': 2}
14250,treatment,codeine,{'4 pills': 6}
14251,treatment,meloxicam,"{'2 x 15.0 mg': 6, '10 mg': 1}"
14252,treatment,paracetamol,"{'2 every 4 hours ': 6, '1 x 2 ': 1}"
14253,treatment,buscopan,{'4 doses': 6}
14254,treatment,microgynon,{'30.0 mg': 6}
14255,treatment,ibuprofen,"{'2 every 4 hours ': 3, '5 x 200.0 mg': 1}"
14256,treatment,adderall,"{'2 x 30mg': 1, '35mg': 1, '50mg': 1, '10.0 mg': 3, '10 mg': 1, '1 x 10mg': 4, '40mg': 1, '70 mg': 11, '60mg': 36, '50mg ': 2, '80 mg': 2, '3 x 20.0 mg': 4, '2 x 10.0 mg': 13, '4 × 20mg': 1}"
14257,treatment,naproxen,"{'3 x 250mg': 2, '1 x 500 mg': 10, '500mg': 12, '2 x 250mg': 20, '1 ': 5, '4 tablets': 29, '4 tablets ': 3, '500.0 mg': 1, '1000.0 mg': 33, '1 x 250mg twice a day': 9, '500 q 4 hrs prn': 1, '2 x 500mg': 9, '1 220mg 3x a day': 1, '1.0 tablet': 1, '2 pills': 1, '1 500 mg': 22, '2 x 220mg': 1, '440 mg': 5, '750mg': 3, '2 x 100mg': 3}"
14258,treatment,omeprazole,"{'1 x 10mg': 2, '2 x 20.0 mg': 8, '1 x 40mg': 1, '1x20mg': 14, '1 x 20mg': 9, '2 X 40mg': 11, '1 pill ': 34, '40.0 mg': 21, '1 Pill': 17, '1 pill': 15, '40mg x2': 7, '40 mg': 1, '20mg': 2, '2 x 20mg': 1, '10x 50mmg': 3}"
14259,treatment,llv,{'1each': 2}
14260,treatment,llv,{'1each': 1}
14261,treatment,gabapentin,"{'1 100mg x 3': 1, '3x300mg 3x daily': 2, '100mg 2x a day': 1, '1 x 100mg': 70, '2 x 100mg': 3, '3x100mg': 1, '1 300mg 3x a day': 6, '2x 300mg': 4, '3 x 300 mg': 1, '1 x 100mg, 1 x 100mg': 1, '1 x 700mg': 1, '300mg': 4, '4 x 300 mg': 2, '1 x 300mg': 1}"
14262,treatment,levothyroxine,"{'100 mcg': 1, '1 x 50mcg': 1, '200mcg': 2, '0,188': 1}"
14263,treatment,sumatriptan,"{'2 x 25mg': 1, '1x 100mg': 48, '25mg': 18, '50mg': 2, '2 x 100mg': 1, '2x50mg': 93}"
14264,treatment,nurofen,{'1': 1}
14265,treatment,paramol,{'2 tablets ': 1}
14266,treatment,axert,{'6.25': 1}
14267,treatment,candesartan,{'16 mg': 1}
14268,treatment,tylenol,"{'625': 1, '1 x 400mg': 1, '2 pills': 4}"
14269,treatment,mobic,{'1 pill': 6}
14270,treatment,tens unit,{'1 hour': 6}
14271,treatment,tens unit,{'1 hour': 3}
14272,treatment,mobic,"{'1 pill': 3, '15': 1}"
14273,treatment,gabapentin,"{'1 x 300mg': 25, '8 x 300 mg': 4, '900mg': 1, '2 x 300.0 mg': 5, '2x 800mg': 8, '3 x 300 mg': 1, '3 x 400 mg': 2, '1 300mg 2x daily': 1, '100 mg x2': 1, '3 capsuals': 29, '2 tablets ': 3, '3 x 100': 4, '6 x 100mg': 5, '4 x 100': 1, '1 250mg 3 X times daily ': 4, '1 x 600mg': 25, '2 x 600mg': 3, '3x600mg': 1, '3': 2, '200.0 mg': 4, '300.0 mg': 6, '300 mg': 2, '3x 300': 2, '2 x 300mg': 1, '1x300mg 3x daily': 1, '200mg 2x': 1, '600.0 mg': 1, '300mg 3 x a day ': 18, '1 x 800mg 3x daily': 2, '1 x 200 mg': 2, '4 x 300 mg': 5, '3000mg': 5, '30000mg': 5, '5×600mg': 1, '1200mg 3x': 4, '4 x 600mg': 2, '1200 mg': 2, '100.0 mg': 2, '300mg AM + 600mg PM': 1, '3 x 900 mg': 1, '2 x 100mg': 12, '4 x 100mg': 1, '2 x 600 mg': 3, '3 x 600mg': 13, '1800.0 mg': 30}"
14274,treatment,prednisone,{'2 x 5 mg': 6}
14275,treatment,melatonin,"{'3 mg': 6, '1.0 capsule': 6, '1 tablet': 1, '1 mg': 3, '1 x 5.0 mg': 3, '3.0 mg': 1, '6.0 mg': 45, '6 mg': 2, '10mg': 1, '1 mg ': 1, '3mg': 1, '1 mg pill': 10, '5 mg pill': 2, '5 mg': 1, '20mg': 1, '1 × 10mg': 2, '1 x 3mg': 10, '2 x 1.0 tablet': 10}"
14276,treatment,sertraline,"{'1 x 150mg': 7, '1 x 100mg': 91, '1 pill': 2, '1 X 50mg': 1, '75mg': 8, '2 x 100.0 mg': 11, '100.0 mg': 1, '100 mg': 4, '200 mg': 1, '50.0 mg': 2, '150.0 mg': 13}"
14277,treatment,magnesium,"{'200mg': 4, '500.0 mg': 1, '1.5 tsp': 1, '2 tablets ': 3, '300MG 1x Daily': 1, '1 pill': 15, '1 pill ': 26, '250 mg': 8, '2': 2, '400.0 mg': 11, '200 mg': 2, '1 tablet': 1, '800mg': 1, '2 x 200.0 ': 3, '2 x 500 mg': 1, '3x400mg': 2, '150.0 mg': 4, '1x 500mg': 3}"
14278,treatment,tumeric,"{'1 capsule': 4, '1 capsule x 2': 12, '3 x 1000mg': 11}"
14279,treatment,codeine,"{'4 pills': 1, '10/350': 1}"
14280,treatment,paracetamol,"{'2 pills': 1, '1 gram': 1}"
14281,treatment,vitamin c,{'1 tablet': 1}
14282,treatment,inhaler,{'6 puffs': 1}
14283,treatment,codeine,"{'4 pills': 2, '6 pills': 1, '4 pills ': 1, '2 x 15 mg': 1, '1 dose ': 1, '30mg': 1, '1 x 30mg every 4hrs': 1, '2': 1, '60mg': 2, '1 x 30mg': 2}"
14284,treatment,paracetamol,"{'4 pills': 2, '6 pills': 2, '2 x 500mg': 2, '1g': 1, '(2 caps) x 2': 4, '1 gram': 61, '1g x 2': 1, '2 grams': 5, '4.0 pill': 1, '1 dose': 40, '4 x 1000mg': 1, '1.0 capsule': 1, '8 x 500mg': 8, '2 500mg 4 times daily': 1, '1000.0 mg': 1}"
14285,treatment,vitamin c,{'1 tablet': 4}
14286,treatment,inhaler,"{'6 puffs': 3, '4 puffs': 1}"
14287,treatment,pain patch,"{'2 patches': 3, '1 patch': 1}"
14288,treatment,potassium,"{'1 pill ': 1, '1 x 60 meq + 1 x 40 meq': 14, '50 mg': 126}"
14289,treatment,supplements,{'2 dose': 1}
14290,treatment,probiotic,"{'1 ': 3, '1/3 capsule': 1, '1 sip': 1, '1/4 capsule': 1, 'testing': 3, '.33 capsule': 1, '1/2 capsule': 8, '3/4 capsule': 2, '1 capsule ': 1, '1 Capsule - PM': 1, '1 capsule': 1, '1 capsule (50billion cells)': 32}"
14291,treatment,ranitidine,"{'150 mg': 1, '2 x 75mg': 1, '75 mg': 5, '1 x 150mg': 5, '150mg': 1, '2x 150mg': 1, '150 mg bid': 23, '2 x 150.0 mg': 21}"
14292,treatment,cetirizine,"{'10 mg x 2': 7, '1 x 10mg': 9, '10.0 mg': 15, '15mg': 2, '10.0 Mg': 2, '10mg x 3': 6}"
14293,treatment,clonazepam,"{'0.5 mg': 7, '3 x 0.5 mg': 1, '2 × 10mg PM': 2}"
14294,treatment,ibuprofen,{'30ml': 2}
14295,treatment,water,{'1 liter': 3}
14296,treatment,analgesic,{'2 pc': 3}
14297,treatment,caffeine,{'1 black tea': 1}
14298,treatment,ibuprofen,"{'2 200 mg': 1, '4 x 200 mg': 2, '4 pills ': 13, '1x 400mg': 166, '1 pill x2': 1, '1 dose': 1}"
14299,treatment,marijuana,"{'1 5mg thc/cbd': 1, '0.5 g': 2, '1 bowl every 2 to 4 hours as needed': 1}"
