~id, ~label, dosage:String
left ovary pain,Symptom,
pain flares,Symptom,
over heating,Symptom,
prednisone,Treatment,"{'30 mg': 3, '17': 7, '15 mg': 4, '12.5': 5, '10': 2, '7mg': 1, '7': 27, '15mg': 1, '10mg': 1, '5': 10, '2 x 20.0 mg': 23, '.10 mg': 2}"
oxynorm,Treatment,{'100 mg': 3}
propanalol,Treatment,"{'80mg': 4, '40mg': 2}"
cyclizine,Treatment,"{'1 × 50mg': 3, '3 x 50mg': 8, '2 x 50.0 mg': 1, '4 x 50.0 mg': 1}"
lanzoprazole,Treatment,"{'1 pill ': 2, '60mg': 1, '1x30mg': 2}"
sore breasts,Symptom,
numb face,Symptom,
normafibe,Treatment,{'2 tsp am': 3}
tramadol sr,Treatment,{'1 x 50 lunch': 3}
morning meds,Treatment,{'all': 3}
lyrica,Treatment,"{'75 afternoon': 2, '150mg x 2': 3, '1 x 150 mg': 6}"
electrolytes,Treatment,"{'1.5L': 2, '16 oz.': 9}"
azithromycin,Treatment,"{'1 x 250 mg': 2, '1x5ml': 6, '125 mg': 1, '250mg daily': 17, '1x500mg': 1, '1x 500mg': 4, '1 x 5ml x 200mgs': 1, '2 Dose': 7, '250 mg od ': 2}"
magnesium,Treatment,"{'3x100mg': 1, '3 capsules ': 1}"
phosphatidylserine,Treatment,{'2x100mg': 1}
saccharomyces boulardii,Treatment,"{'2x 1 capsule (6Billion)': 2, '2 capsules (6 billion CFU) at bedtime': 17}"
zinc,Treatment,"{'30mg': 2, '1 ': 1}"
probiotic,Treatment,"{'2 capsules (10 billion)': 8, '2 capsules': 1, 'gut pro 1 drop': 6, '25 billion CFU at bedtime ': 17, '30 billion': 1, '15 billion cfus': 55}"
l-theanine,Treatment,{'100.0 mg': 2}
tumeric,Treatment,{'1 capsule x 2': 2}
food craving - sweets,Symptom,
defiance,Symptom,
elopement,Symptom,
school refusal,Symptom,
baby talk,Symptom,
bed wetting,Symptom,
fish oil,Treatment,"{'1 tsp': 1, '4 softgels daily (1400mg)': 1, '1000 mg': 5}"
moodiness,Symptom,
ibuprofen,Treatment,{'600.0 mg': 1}
zantac,Treatment,{'2 x 300 mg': 1}
quercetin,Treatment,{'500 mg x 4': 1}
vitamin b12,Treatment,"{'500 mcg': 1, '1000mcg': 1, '1 tablet': 1}"
vitamin d,Treatment,"{'5000 IU': 2, '2 x 800.0 IU': 42, '800.0 IU': 443, '5600 units': 12, '1 x 1000 IU': 1, '250 mg': 1, '50000.0 iu': 1, '1x400': 2}"
zyrtec,Treatment,"{'10 mg x 2': 2, '10.0 mg': 5}"
vitamin c,Treatment,"{'2 x 500 mg': 1, '960mg': 1, 'OJ': 1, '1 capsule': 1}"
cbd,Treatment,"{'25 mg': 1, '3.0 puff': 3, '2 x 3.0 puff': 3, '2.0 puff': 9}"
bowel spasms,Symptom,
energy: post-exertional malaise (pem),Symptom,
ear cannal swelling,Symptom,
other pain,Symptom,
stiff lower back,Symptom,
joint and muscle pain,Symptom,
gas/bloating,Symptom,
sleep,Symptom,
weepy,Symptom,
swollen eyes,Symptom,
mouth ulcers and tongue ulcers,Symptom,
compulsions,Symptom,
eyes (light/fatigue/focusing),Symptom,
stiff joints,Symptom,
heel pain,Symptom,
stabbing pain,Symptom,
depakote,Treatment,"{'1000 mg at bedtime': 1, '250 mg': 1}"
propranolol,Treatment,"{'60.0 mg': 1, '2 x 10mg': 1, '10 mg': 1, '3 x 10': 1}"
corlanor,Treatment,{'7.5mg': 1}
clonodine,Treatment,{'0.2 mg night': 1}
left arm nerve pain,Symptom,
depakote,Treatment,{'1000 mg at bedtime': 2}
propranolol,Treatment,"{'60.0 mg': 2, '1 x 40mg': 6}"
corlanor,Treatment,{'7.5mg': 2}
clonodine,Treatment,{'0.2 mg night': 2}
motion sickness,Symptom,
aphasia,Symptom,
depakote,Treatment,"{'1000 mg at bedtime': 1, '125mg': 1}"
corlanor,Treatment,"{'7.5mg': 1, '2.5 mg': 1}"
clonodine,Treatment,"{'0.2 mg night': 1, '.15 mg': 2, 'qpm': 31}"
puffy face,Symptom,
hand swelling,Symptom,
chest pain general,Symptom,
cranberry,Treatment,{'8400 mg 3x daily': 1}
prozac,Treatment,{'20.0 mg': 1}
robaxin,Treatment,{'750 mg': 1}
zofran,Treatment,{'4mg': 1}
cranberry,Treatment,{'8400 mg 3x daily': 2}
prozac,Treatment,{'20.0 mg': 2}
robaxin,Treatment,{'750 mg': 2}
zofran,Treatment,{'4mg': 2}
cranberry,Treatment,{'8400 mg 3x daily': 4}
robaxin,Treatment,{'750 mg': 4}
phenergan,Treatment,"{'.5 x 25mg': 4, '2x25mg': 2, '20mg': 50}"
excedrin migraine,Treatment,{'2 pills': 4}
alprazolam,Treatment,"{'0.5 mg': 2, '.025mg': 1}"
insomnia (previous night),Symptom,
alprazolam,Treatment,"{'0.5 mg': 3, '.025mg': 1}"
alprazolam,Treatment,{'0.5 mg': 11}
alprazolam,Treatment,"{'0.5 mg': 37, '4 x .5mg': 1, '2.0 pill': 1}"
oxycodone,Treatment,"{'3x 5mg': 1, '1 tablet': 31, '2 tablets': 7}"
ibuprophen,Treatment,{'4x200mg': 1}
ibuprofen,Treatment,{'4 x 200 mg': 17}
alprazolam,Treatment,"{'0.5 mg': 20, '0.25mg': 3, '.75 mg': 4, '1 mg': 1}"
oxycodone,Treatment,"{'1 tablet': 4, '4 x 2.5mg': 1, ' x 1 every 4 hrs as needed for pain ': 1, '1 x 5mg': 1, '30 mg 3 x day': 1, '25mg': 1, '1 every 6hrs': 9, '10 mg every 6 hours': 1, '2 X 10mg': 1, '3 x 10 mg': 4}"
duloxetine,Treatment,"{'1 capsule': 32, '2 capsules': 2}"
allergy meds,Treatment,{'1 tablet': 2}
oxycodone,Treatment,{'1 tablet': 10}
duloxetine,Treatment,{'1 capsule': 7}
montelukast,Treatment,"{'1 tablet': 1, '1 capsule': 2}"
montelukast,Treatment,"{'1 capsule': 15, '10 mg ': 1}"
montelukast,Treatment,"{'1 capsule': 1, '1 tablet': 1, '10mg qhs': 1}"
cyclobenzaprine,Treatment,{'1': 25}
zoloft,Treatment,"{'1 pill ': 7, '.75 mg': 4}"
cyclobenzaprine,Treatment,"{'1': 1, '10.0 mg': 1}"
duloxetine,Treatment,"{'1 capsule': 1, '1 20mg': 1, '60 mg': 1, '1 x 60mg': 1}"
oxycodone,Treatment,"{'1 tablet': 1, '10 mg every 6 hours': 1}"
metaxalone,Treatment,{'4x daily': 1}
zoloft,Treatment,"{'1 pill ': 1, '250mg': 1, '1 x 100 mg night': 1}"
metaxalone,Treatment,"{'4x daily': 2, '800 mg': 3}"
cyclobenzaprine,Treatment,"{'1': 1, '10 mg every 8 hours': 1, '10 mg at night': 1, '2.5': 2, '10.0 mg': 1}"
duloxetine,Treatment,"{'1 capsule': 1, '1 x 60mg': 3, '30 mg': 29, '60 mg': 118, '1 pill': 1, '1 x 30mg': 16, '2 x 30mg': 14, '1 60mg': 1}"
oxycodone,Treatment,"{'1 tablet': 1, '10 mg every 6 hours': 1, '4 x 5 mg': 16, '30 mg 3 x day': 1, '1 pill ': 1, '10 mg': 1}"
pericarditis,Symptom,
alprazolam,Treatment,{'0.5 mg': 9}
cyclobenzaprine,Treatment,{'1': 9}
duloxetine,Treatment,"{'1 capsule': 9, '1 x 30mg': 2}"
ibuprofen,Treatment,"{'4 x 200 mg': 9, '1 × 800mg': 8, '1 pill x2': 176, '1 x 400mg': 4, '2 x 200mg': 1, '3 pills': 1, '2 pills': 13, '5 pills': 1}"
oxycodone,Treatment,"{'1 tablet': 9, '10.0 mg': 34}"
metaxalone,Treatment,{'800 mg': 3}
zoloft,Treatment,{'.75 mg': 3}
cyclobenzaprine,Treatment,{'1': 4}
ibuprofen,Treatment,"{'4 x 200 mg': 4, '4x600mg': 2, '1 pill x4': 1, '3 x 600mg': 44, '2 x 600.0 mg': 1, '2 x 600 mg': 10, '1 x 400mg': 2, '1 x 600mg': 5, '2 x 400mg': 3, '1 × 800mg': 39}"
metaxalone,Treatment,{'800 mg': 4}
zoloft,Treatment,{'.75 mg': 4}
ibuprofen,Treatment,{'2.0 tablet': 2}
strength training,Treatment,{'10.99 mg': 1}
pain medicine,Treatment,"{'10.99 mg': 1, 'norco': 2}"
ibuprofen,Treatment,{'2.0 tablet': 1}
pain medicine,Treatment,{'10.99 mg': 1}
vitamin d deficiency,Symptom,
burning legs,Symptom,
neuropathic pain,Symptom,
achy feet,Symptom,
adderall,Treatment,"{'1 × 10mg': 1, '2 x 30mg': 1, '2 x 20 mg': 14}"
anal pain,Symptom,
adderall,Treatment,{'1 × 10mg': 2}
ibprofen,Treatment,{'800mg': 2}
fluoxetine,Treatment,"{'1 x 20mg': 2, '60.0 mg': 2, '30': 4, '1': 2, '20.0 mg': 2, '40mg': 2}"
omeprazole,Treatment,"{'1 x 40mg': 5, '40 mg BID': 1, '1 pill ': 1, '20mg': 1, '2 x 20mg': 4, '2 X 40mg': 26, '10mg': 1, '2 x 20.0 mg': 4}"
tearful,Symptom,
folic acid,Treatment,{'4.5 mg': 1}
zoloft,Treatment,"{'100 mg': 1, '.75 mg': 17, '1 x 100mg': 1}"
tumeric,Treatment,{'1/4 tsp': 1}
cervical pain,Symptom,
knee swelling,Symptom,
undersleeping,Symptom,
dropping things,Symptom,
metformin,Treatment,{'2 x 500 mg': 1}
fostair,Treatment,{'2 200/6 puffs twice a day': 1}
metformin,Treatment,"{'2 x 500 mg': 6, '2 pill': 1, '1 am 1 pm': 6}"
fostair,Treatment,{'2 200/6 puffs twice a day': 6}
dizziness/vertigo,Symptom,
co-codamol,Treatment,"{'1 x 8/500': 1, '2x50/500': 2, '4 x 30/500mg': 5, '1 x 30/500 mg': 1, '2x 30/500': 2, '2 x 8/500mg': 34, '6 x 30/500mg': 13}"
codiene,Treatment,"{'60mg': 1, '30mg ': 12, '4x 30mgs': 1}"
visual snow,Symptom,
armour thyroid,Treatment,{'120 mg': 1}
anal bleeding,Symptom,
bleeding gums,Symptom,
hemorrhoid,Symptom,
emotional numbness,Symptom,
emotional unstablity,Symptom,
sensory hallucinations,Symptom,
geodon,Treatment,{'20 x 2': 18}
lamotrigine,Treatment,{'100 x 2': 18}
viibryd,Treatment,"{'10.0 mg': 12, '20.0 mg': 6}"
hypermobility,Symptom,
impatience,Symptom,
absence seizure,Symptom,
slow reflexes,Symptom,
disequilibrium,Symptom,
flares,Symptom,
levothyroxine,Treatment,{'2 x 75.0 mcg': 1}
ashwagandha,Treatment,{'1 capsule': 1}
iron,Treatment,{'28 mg': 1}
vitamin b12,Treatment,{'5000 mcg': 1}
zoloft,Treatment,{'120 mg': 1}
tumeric,Treatment,{'450 mg': 1}
food reactivity,Symptom,
food cravings,Symptom,
body image,Symptom,
chronic back pain,Symptom,
calpol,Treatment,{'10ml': 1}
ciprofloxacin,Treatment,{'2 x 500mg per day': 5}
colace,Treatment,"{'2 x 100mg': 19, '20mg': 9, '100 mg': 41}"
flagyl,Treatment,{'3 per day': 6}
linzess,Treatment,"{'290 mg': 2, '290mcg': 17, '145.0 mcg': 18}"
midodrine,Treatment,"{'10mg x3': 365, '5mg tid': 17, '20 mg': 8, '7.5 mg': 2, '5.0 mg': 13, '2 x 5 mg': 25, '1 pill': 23, '2.5 mg x 3': 6, '2 x 2.5 mg': 1, '1 x 5 MG': 23, '5 mg': 1, '10 mg ': 2, '10 mg, 5 mg': 2, '5mg': 1, '2 x 10mg': 1, '2 x 7.5 mg': 1, '1 x 2.5mg': 1, '.5mg': 3, '5mg x 3': 122, '3 x 5 mg': 36, '3 x 10 mg': 76, '10 mg x 2': 1}"
prednisone,Treatment,"{'3 x 10mg': 2, '2 x 10mg': 3, '1 x 5 mg': 1, '1x20mg': 3, '*50 mg premed*': 3}"
prilosec,Treatment,{'2 x 20.0 mg': 18}
vitamin d,Treatment,"{'2000 IU': 19, '2000.0 IU': 3, '1 x 1000 IU': 1, '1 x 4000iu': 1}"
dysuria,Symptom,
colace,Treatment,{'2 x 100mg': 2}
florinef,Treatment,{'0.1mg bid': 2}
linzess,Treatment,{'290mcg': 2}
midodrine,Treatment,{'5mg tid': 2}
prilosec,Treatment,{'2 x 20.0 mg': 2}
vitamin d,Treatment,{'2000 IU': 2}
protonix,Treatment,"{'40mg bid': 1, '40.0 mg': 3}"
puffy,Symptom,
cymbalta,Treatment,"{'1 pill': 24, '90.0 mg': 2, '3 x 60.0 mg': 1, '1 x 60.0 mg': 6, '2 x 30mg': 34}"
homeopathic ,Treatment,{'1 drops': 24}
falls,Symptom,
antihistamines,Treatment,{'all': 1}
breakthrough bleed,Symptom,
clicky joints,Symptom,
ventolin,Treatment,{'2 puffs': 121}
naproxen,Treatment,"{'2 x 500 mg': 2, '4 pills': 63, '5 pills': 2, '2 pills': 33, '6 pills': 1, '2 x 250mg': 1}"
tranexamic acid,Treatment,"{'4 pills': 21, '6 x pill': 2, '2.0 pill': 75, '5 pills': 1}"
aspirin,Treatment,"{'2 x 300mg': 62, '8 pills': 1}"
burning skin sensation ,Symptom,
shivers,Symptom,
influenza ,Symptom,
cold symptoms,Symptom,
low temperature,Symptom,
cymbalta,Treatment,"{'1 x 60.0 mg': 1, '1 x 90mg': 1}"
cymbalta,Treatment,"{'1 x 60.0 mg': 1, '2 x 60.0 mg': 1}"
estradiol,Treatment,"{'2mg': 156, '4mg': 1, '3mg': 48, '1 pill': 1}"
spironolactone,Treatment,"{'100.0 mg': 91, '150 mg': 113, '200mg': 1, '1 x 100mg': 1, '1 pill': 13, '1 x 50mg': 1}"
ibuprofen,Treatment,{'200.0 mg': 6}
estradiol,Treatment,"{'2mg': 5, '3mg': 1}"
spironolactone,Treatment,"{'100.0 mg': 3, '150 mg': 3}"
thoughts of self-harm,Symptom,
naproxen,Treatment,{'500.0 mg': 5}
naproxen,Treatment,"{'500.0 mg': 2, '1 x 500 mg': 53, '2 x 500mg': 37, '2 x 500 mg': 11, '2 x 250mg': 61, '500 mg twice': 1, '500 mg': 1, '880 mg': 3, 'Half of 500 mg tablet (250mg dose) in the morjong and in the evening when needed': 1, '2 x 220mg': 12, '1 x 250mg': 2, '2x440': 1, '1x440': 1, '1 500mg twice daiy': 2, '1 x 250 x4': 1, '500mg': 1, '3x 500mg': 1, '1 x 375mg': 2, '2 x 375mg': 143}"
estradiol,Treatment,"{'2mg': 1, '3mg': 1, '1 pill ': 10, '1 pill': 170}"
spironolactone,Treatment,"{'150 mg': 2, '2 x 25 mg': 8, '2 x 50mg': 62, '2 x 25mg': 1, '100.0 mg': 1, '1 pill ': 9, '1 pill': 170}"
excedrin,Treatment,"{'2 pills': 82, '2 tablets': 3, '4 tablets': 15, '1 pill ': 69, '2 caplets': 1}"
melatonin,Treatment,{'1.5 mg': 1}
fatigue.,Symptom,
headache other ,Symptom,
nexium,Treatment,"{'40mg': 231, '1 x 40mg': 1, '1 x 40m': 2, '20mg': 1}"
microgynon,Treatment,"{'50mg': 226, '30.0 mg': 4, '100mg': 2}"
metoclopramide,Treatment,{'10mg': 222}
paracatamol with codeine,Treatment,{'500mg/30mg': 1}
magnesium,Treatment,"{'325mg': 1, '400mg': 1, '1 x 930mg': 1, '200.0 mg': 2, '250 mg': 1}"
metoclopramide,Treatment,{'10mg': 1}
nexium,Treatment,{'40mg': 1}
sertraline,Treatment,"{'100mg': 1, '200mg': 1, '150.0 mg': 1, '1 pill ': 8}"
microgynon,Treatment,{'50mg': 1}
panadeine forte,Treatment,{'500/30': 181}
tacidine,Treatment,{'300mg': 88}
hot flushes,Symptom,
magnesium,Treatment,"{'325mg': 1, '1000mg': 1, '2': 9, '375 mg': 60, '1 capsule': 1, '220MG': 1, '1 tablet': 3, '3x a day': 1, '2 1 2': 10, '1 pill': 171, '1 pill ': 9, 'daily 500mg': 11, '1 x 500mg': 3, '4.2 g': 1, 'x3': 1, '200 mg': 5, '100 mg': 1, '0.6g': 1}"
panadeine forte,Treatment,{'500/30': 2}
tacidine,Treatment,{'300mg': 1}
nexium,Treatment,"{'40mg': 120, '10.0 mg': 3, '1 x 40mg': 1}"
microgynon,Treatment,{'50mg': 2}
mersyndol,Treatment,{'500mg paracetamol 9.6mg codeine': 126}
neurofen,Treatment,"{'2': 2, '2 ': 108}"
morphine,Treatment,"{'10mg': 21, '30 mg sr': 1, '2 x 1.0 capsule': 1}"
endone,Treatment,"{'2x tablets': 21, '2 x 5mg': 1}"
panadol,Treatment,"{'2 ': 108, '2': 2, '2 Tablets 500mg': 1, '1 x 2 tablets': 1, '1000.0 mg': 1}"
rabeprazole,Treatment,"{'20mg': 2, '2 x 20 mg': 1}"
calcium,Treatment,"{'600mg': 82, '1000 mg': 4}"
vitamin b12,Treatment,"{'1000mg': 82, 'no dose': 1, '2 x 1200 mcg': 1, '1x 1200mcg': 1, '1 tablet': 5, '1 pill ': 2, '2 tablets': 1, '1 capsule': 2, '1000 mcg': 1, '1 pill': 2}"
raberprazole,Treatment,{'20mg': 82}
panadol,Treatment,"{'2 ': 1, '2': 2, '500mg x 8': 1, '3 tablets': 1}"
vitamin b12,Treatment,"{'1000mg': 1, 'no dose': 1, '1 pill ': 1, '2 sprays': 5, '100 mcg': 4, 'injection': 1, '6g': 1, '1 tablet': 1}"
mersyndol,Treatment,"{'500mg paracetamol 9.6mg codeine': 1, '2 x 450mg paractomol codinr 9.75mg doxylamine 5mg': 1}"
neurofen,Treatment,{'2 ': 1}
raberprazole,Treatment,{'20mg': 1}
norgesic,Treatment,{'35mg/450mg': 19}
microlut,Treatment,{'30mg': 19}
diclofenac,Treatment,"{'50mg': 6, '2 x 75mg': 4, '75mg': 21}"
diazepam,Treatment,"{'1 x 5mg': 5, '10 mg': 1, '1 tablet': 1, '5mg x2': 3}"
dyskinesia,Symptom,
short tempered,Symptom,
happiness,Symptom,
lexapro,Treatment,"{'20.0 mg': 9, '10.0 mg': 6, '3 x 10.0 mg': 2}"
ibprofen,Treatment,{'600': 1}
advil,Treatment,"{'4 x 200mg': 2, '2 x 200mg': 1, '2 pills': 1, '2 X 600 Mg': 1, '4 at 3:30': 2, '4 at 12:00pm': 1, '2': 1}"
lexapro,Treatment,"{'20.0 mg': 3, '1 x 20mg': 2, '10 mg': 3, '10.0 mg': 13}"
ibprofen,Treatment,"{'600': 3, '1 tablet': 1}"
fuzzy head,Symptom,
midodrine,Treatment,"{'5 x 7.5 mg': 1, '2.5 mg': 8, '3 x 5 mg': 1, '5.0 mg ': 76, '7.5 mg': 23, '7.5 mg ': 7, '2 x 2.5 mg': 1, '2 x 7.5 mg': 1, '3 x 2.5 mg': 60}"
vaginal stabbing,Symptom,
pre and probiotics,Treatment,"{'half dose': 82, 'double': 1}"
estrosense,Treatment,{'double': 73}
abdominal ,Symptom,
high energy,Symptom,
pristiq,Treatment,"{'50.0 mg': 17, '50mg': 1, '150mg': 1, '100 mg': 1}"
tramadol sr,Treatment,{'2x 100mg': 3}
disruptive or light sleep,Symptom,
omeprazole,Treatment,"{'20 mg': 1, '1 pill ': 1}"
hydrocodone acetaminophen,Treatment,{'5-325mg': 1}
prodrome,Symptom,
amitriptyline,Treatment,"{'1 x 25mg': 35, '25.0 mg': 2, '10 mg pm': 35, '20 mg pm': 1, '1 × 10mg': 3, '20 mg': 5, '3 pills!': 1, '3 x 10': 1, '1x25mg': 2}"
melatonin,Treatment,"{'1 x 3mg': 35, '2mg': 2, '10 mg': 92, '5 mg': 1, '5mg': 1, '1 pill ': 6, '500000 pills': 1}"
migravent,Treatment,{'2': 35}
motrin,Treatment,"{'2': 1, '800 mg': 1, '1x800mg': 3, '800': 1, '2×800mg': 1}"
amitriptyline,Treatment,"{'1 x 25mg': 7, '20 mg': 2, '20.0 mg': 4, '1 × 10mg': 1, '100 mg': 13, '3 x 25mg': 1}"
melatonin,Treatment,{'1 x 3mg': 7}
migravent,Treatment,{'2': 7}
fluoxetine,Treatment,"{'10 mg': 14, '20mg': 1, '20.0 mg': 2, '2 x 20mg': 1}"
errin,Treatment,{'0.35 mg': 14}
hydrocodone,Treatment,"{'325/5mg': 2, '7.5': 1}"
ondansetron,Treatment,"{'8mg': 1, '4 mg': 3, '1 x 4mg': 9}"
aleve,Treatment,"{'220 mg': 2, '2': 37, '2 tabs 2 times': 1, '2 ': 1, '500mg': 1, '2 pills': 1}"
clonazepam,Treatment,"{'1mg': 4, '3 x 1mg': 1}"
ranitidine,Treatment,"{'300 mg': 76, '2 x 150.0 mg': 9}"
excedrin migraine,Treatment,{'4 tablets ': 1}
shakes,Symptom,
lower rib pain,Symptom,
evening fatigue,Symptom,
cymbalta,Treatment,{'1 x 60.0 mg': 1}
gabapentin,Treatment,{'1 x 600mg': 1}
vitamin b complex,Treatment,{'1.0 tablet': 1}
probiotics,Treatment,{'2 pills': 1}
d3,Treatment,{'2000 IU': 1}
alpha lipoic acid,Treatment,{'200mg': 1}
creon,Treatment,"{'4 pills': 2, '6 pills': 1}"
cymbalta,Treatment,"{'1 60 mg': 3, '1 x 60.0 mg': 2, '60 mg': 1}"
gabapentin,Treatment,"{'1 x 600mg': 3, '1 x 200 mg': 1, '400mg': 4, '1 x 300mg': 18, '150 3x': 1, '2 x 600 mg': 4, '3 x 900 mg': 48, '1 x 2400': 1, '1 x 100mg': 25, '2 tablets ': 67, '2 tablets': 119, 'stopped ': 36}"
vitamin b complex,Treatment,{'1.0 tablet': 3}
probiotics,Treatment,{'1 tablet': 3}
nap,Treatment,"{'3.5 hours': 1, 'napped off and on 8hrs': 2}"
alpha lipoic acid,Treatment,"{'200mg': 2, '400mg': 1}"
weight,Symptom,
cellcept,Treatment,{'2x500mg': 1}
plaquenil,Treatment,"{'200mg': 1, '2 x 200.0 mg': 2}"
prednisone,Treatment,{'7.5mg': 1}
preggie pop drops,Treatment,{'1 candy': 34}
lightheaded,Symptom,
numbness hands,Symptom,
numbness face,Symptom,
balance,Symptom,
adderall,Treatment,"{'1 x 30mg + 1 x 20mg': 1, '1 x 30mg': 3, '10.0 mg': 3, '5 mg': 1, '10mg': 14, '30 mg xr': 1, '5mg ': 6, '2 x 5mg': 1, '5mg': 18}"
gabapentin,Treatment,"{'2 x 300.0 mg': 1, '1 x 300mg': 13, '2 x 300mg': 1, '5x600': 10, '1x 300 mg morn 2x 300 mg night': 1, '100 mg 3x': 9, '2 x 300 mg': 11, '4 x 300mg': 3, '300mg': 1, '100 mg': 5, '3 x 300 mg': 22, '11 x 300mg': 4, '10 x 300mg': 6, '9 x 300mg': 4, '1800mg': 18, '300mg x7': 6, '600mg QID': 2, '1 300mg 3x a day': 15, '1x600mg 3 times a day ': 39, '1 300mg 2x daily': 38, '2 x 100mg': 2, '3x100mg': 4, '3 x 300mg': 2}"
poor coordination,Symptom,
physical therapy,Treatment,"{'Home Exercises, 2 sets each': 1}"
cbd oil,Treatment,{'.5 ml x 2': 1}
early satiety,Symptom,
protonix,Treatment,"{'40.0 mg': 2, '1 pill ': 1, '1 x 20mg': 22}"
lump in throat,Symptom,
electric shocks,Symptom,
bad mood,Symptom,
adderall,Treatment,"{'60mg': 9, '20mg': 20, '10 mg': 30, '2x10': 30, '15.0 mg': 1, '1 x 30mg': 3, '20 mg XR': 4, '20 mg': 10, '1 x 20mg': 4, '30 mg': 5, '30 mg x 3': 1, '15mg': 1, '15 mg': 1, '30 mg xr': 1, '3 x 20.0 mg': 1, '10.0 mg': 2, '1 x 15': 10, '2 x 30mg': 1, '7.5 mg': 2, '1 × 10mg': 3, '2x 10mg': 4, '1 x 30mg + 1 x 20mg': 19, '1 x 10mg': 15, '2 x 10.0 mg': 49}"
l-arginine,Treatment,{'1500 mg.': 5}
l-citrulline,Treatment,{'500 mg.': 5}
magnesium malate,Treatment,"{'425 mg.': 3, '1275': 2, '3 tablets': 2, '3 capsules': 73, '3 x 416mg': 18, '1250 mg': 60, '500.0 mg': 22}"
deplin,Treatment,{'15 mg': 5}
cardio exercise,Treatment,{'20 min': 5}
mitocore,Treatment,{'4': 4}
activated charcoal,Treatment,"{'3360': 1, '1120': 1}"
sore gums/mouth ulcers,Symptom,
butrans,Treatment,"{'10 mcg/ per hour': 25, '5mcg/hr': 11}"
salbutamol,Treatment,"{'2 pu': 2, '1 puff': 95, '4 puffs as needed': 2, '2 puffs as needed': 3, '2 x 2 puffs': 2, '2 puffs': 20}"
lexapro,Treatment,{'20 mg': 12}
wellbutrin,Treatment,"{'.75 mg': 3, '150 mg': 4, '75 mg': 5}"
flaxseed oil,Treatment,{'1 softgel': 10}
vitamin b complex,Treatment,"{'1 capsule': 10, '1.0 capsule': 2}"
vitamin d3,Treatment,"{'3000 IU': 11, '5000.0 IU': 1, '2000.0 IU': 5, '2000 IU': 3, '1x 5000 iu': 1, '2 x 2000 IU': 3}"
shooting pain in arm,Symptom,
shoulder amd neck pain,Symptom,
lower stomach pain,Symptom,
general pain and tenderness,Symptom,
pain- lumbar ,Symptom,
speech difficulties,Symptom,
disturbed thermoregulation,Symptom,
leg tremors,Symptom,
estradiol,Treatment,{'1 mg': 1}
modafinil,Treatment,{'200 mg': 1}
prilosec,Treatment,{'40.0 mg': 1}
tramadol sr,Treatment,{'4x50': 1}
estradiol,Treatment,{'1 mg': 5}
modafinil,Treatment,{'200 mg': 5}
paxil,Treatment,"{'20mg': 5, '50mg': 40}"
prilosec,Treatment,{'40.0 mg': 5}
tramadol sr,Treatment,{'4x50': 5}
sharp head pain,Symptom,
abdominal spasm,Symptom,
esophageal spasm,Symptom,
esophageal reflux ,Symptom,
chest discomfort,Symptom,
florastor,Treatment,{'2 Capsules': 1}
vitamin c (ascorbic acid),Treatment,{'1000 mg 2x': 1}
excedrin migraine,Treatment,{'2 pills': 1}
probiotic,Treatment,{'30 billion': 1}
vitamin c (ascorbic acid),Treatment,"{'1000 mg 2x': 1, '500 mg': 1}"
excedrin migraine,Treatment,"{'2 pills': 157, '3@530am': 1, '250 mg': 9, '2 x 2.0 session': 3, '1 pill': 1}"
probiotic,Treatment,"{'30 billion': 1, '1': 3, '1 capsule': 1, '1 Capsule - PM': 1, '1 pill': 13, '28 B CFU': 2}"
painful gums,Symptom,
florastor,Treatment,{'2 Capsules': 6}
vitamin c (ascorbic acid),Treatment,{'1000 mg 2x': 6}
excedrin migraine,Treatment,{'2 pills': 6}
probiotic,Treatment,{'30 billion': 6}
trigger points,Symptom,
cymbalta,Treatment,{'1 x 30mg': 1}
fish oil,Treatment,{'1 capsule': 1}
vitamin d,Treatment,{'1 Tab/Day': 1}
zyrtec,Treatment,{'1 x 10mg': 1}
vitamin c,Treatment,{'1 Tab/Day': 1}
llv,Treatment,{'2 each': 1}
lexapro,Treatment,"{'10.0 mg': 4, '1 x 20mg': 9, '10 mg': 5, '10mg': 1, '1 X 10': 3}"
vitamin b12,Treatment,{'1.0 tablet': 3}
yoga,Treatment,"{'60.0 mins': 1, '0.25 hour': 1, 'few stretches': 40, '15 minutes': 1}"
probiotic,Treatment,"{'1.0 capsule': 3, '1 Capsule - PM': 5, '2 capsules': 1, '1 capsule': 15}"
albuterol inhaler,Treatment,{'2 puffs': 2}
albuterol,Treatment,{'2 puffs': 1}
counseling,Treatment,{'Once a week': 1}
vulvodynia,Symptom,
mouth pain,Symptom,
passion flower,Treatment,{'10 drops': 6}
epsom salts,Treatment,{'1.0 bath': 6}
feet numbness,Symptom,
leg numbness,Symptom,
arm numbness,Symptom,
urinary tract pain,Symptom,
elmiron,Treatment,"{'2 x 100.0 mg': 3, '4x100': 1, '3x100mg': 40, '2x100mg': 19, '100mg': 35}"
breo,Treatment,{'2 puffs': 1}
bowel frequency,Symptom,
painful sex,Symptom,
emotional instability,Symptom,
chest wall pain,Symptom,
excercise ( up to 20k steps),Symptom,
restricting,Symptom,
discomfort,Symptom,
ovary pain,Symptom,
rapid heart rate,Symptom,
self-loathing,Symptom,
